pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
1040049,0,192.168.100.150,5552,192.168.100.3,80,160615,1.790013,74,0,4,3.579855,74,0,0.446529,4.489514,1,0,0
2479268,1,192.168.100.147,60144,192.168.100.3,80,41580,1.244089,62,0,3,1.244089,100,0,0.060039,2.488178,1,1,1
708991,0,192.168.100.147,40248,192.168.100.7,80,91714,1.227592,72,0,4,1.731068,72,0,0.343886,2.758586,1,0,0
1279750,0,192.168.100.150,59006,192.168.100.3,80,138161,1.779572,100,0,4,3.137197,100,0,0.461412,4.908194,1,0,0
3661619,0,192.168.100.147,35226,192.168.100.5,16420,2191,0,15,0,4,0,58,0,0,0,1,2,2
2162670,1,192.168.100.149,29469,192.168.100.3,80,249277,0.074685,90,3.976667,1,4.051339,100,0,0.332826,4.126012,1,1,1
1440407,0,192.168.100.149,30905,192.168.100.5,80,36664,0.154121,100,3.250767,4,3.39652,100,0,0.281698,3.648107,1,0,0
1511891,0,192.168.100.150,46657,192.168.100.3,80,108148,0.034627,100,4.777572,4,4.811336,100,0,0.624955,4.867688,1,0,0
3453245,0,192.168.100.147,62071,192.168.100.3,80,38164,0.86407,99,2.851642,4,3.946892,100,0,1.014617,4.963819,1,1,0
1934634,1,192.168.100.150,18334,192.168.100.3,80,21237,2.309362,82,0,1,2.309362,100,0,0.204201,4.618725,1,1,1
2641054,0,192.168.100.147,14377,192.168.100.3,80,12437,0.460912,100,3.992806,4,4.338566,100,0,0.838489,4.989983,1,1,0
978022,0,192.168.100.148,31870,192.168.100.6,80,98588,0.014498,66,3.551451,4,3.570189,66,0,0.279726,3.590624,1,0,0
1927151,1,192.168.100.149,30049,192.168.100.3,80,13750,0.027886,53,3.995209,1,4.01916,100,0,0.311669,4.058216,1,1,1
1337884,0,192.168.100.149,10114,192.168.100.5,80,196295,1.777552,52,0,4,2.150022,52,0,0.229756,4.093135,1,0,0
2950295,0,192.168.100.149,23245,192.168.100.3,80,59517,0.951495,31,2.03731,4,3.382913,100,0,0.493146,4.060967,1,1,0
1937037,1,192.168.100.149,33161,192.168.100.3,80,23640,1.893443,100,0,3,2.677727,100,0,0.249586,4.021296,1,1,1
169837,1,192.168.100.150,29054,192.168.100.3,80,168360,0.044822,74,0.085221,1,0.130043,74,0.035602,0.106805,0.174865,1,0,1
1532018,0,192.168.100.150,56611,192.168.100.3,80,128275,0.01562,100,4.784691,4,4.803769,100,0,0.62645,4.826645,1,0,0
2948998,0,192.168.100.149,22908,192.168.100.3,80,58220,0.953489,75,2.037227,4,3.385654,100,0,0.493135,4.064316,1,1,0
3400771,0,192.168.100.150,28768,192.168.100.3,80,247843,1.925245,100,0,4,2.722696,100,0,0.4907,4.090985,1,1,0
2937727,0,192.168.100.149,19691,192.168.100.3,80,46949,0.952534,99,2.038837,4,3.385921,100,0,0.493039,4.061676,1,1,0
3444153,0,192.168.100.147,59583,192.168.100.3,80,29072,0.848873,99,2.890087,4,3.961841,100,0,1.011204,4.966103,1,1,0
2752376,0,192.168.100.149,17216,192.168.100.3,80,123759,2.055866,100,0,4,2.890031,100,0,0.39239,4.610124,1,1,0
3524489,0,192.168.100.148,54320,192.168.100.3,80,109408,0.725388,100,2.583162,4,3.608702,100,0,0.738493,4.143514,1,1,0
3596434,1,192.168.100.149,62169,192.168.100.3,2035,1263,0,100,1.60E-05,1,1.60E-05,100,0,0,1.60E-05,1,2,2
2772462,0,192.168.100.150,22504,192.168.100.3,80,143845,2.002759,100,0,4,2.824603,100,0,0.399542,4.417955,1,1,0
2881607,0,192.168.100.150,64038,192.168.100.3,80,252990,0.098416,64,4.033005,4,4.131422,100,0,0.486559,4.229838,1,1,0
1463252,0,192.168.100.150,6796,192.168.100.3,80,59509,1.924766,100,0,4,3.848048,100,0,0.616139,4.911885,1,0,0
827989,0,192.168.100.148,51882,192.168.100.6,80,210712,1.583754,100,0,4,2.739331,100,0,0.254941,3.788433,1,0,0
432905,1,192.168.100.149,42807,192.168.100.5,80,169276,2.118533,17,0,3,2.993405,17,0,0.170106,4.599285,1,0,1
1528052,0,192.168.100.149,52144,192.168.100.5,80,124309,0.080505,68,3.263076,4,3.344391,68,0,0.283937,3.469959,1,0,0
2149424,1,192.168.100.147,7431,192.168.100.3,80,236031,1.641746,100,0,3,2.321631,100,0,0.299588,3.50516,1,1,1
2418901,1,192.168.100.150,64547,192.168.100.3,80,243361,0.137711,100,3.725393,1,3.863101,100,0,0.342956,4.000809,1,1,1
2184704,1,192.168.100.147,64137,192.168.100.3,80,9156,1.354141,72,0,1,2.344273,100,0.109195,0.486654,3.171142,1,1,1
13980,1,192.168.100.148,2763,192.168.100.6,80,12503,0.016018,100,0,3,0.008009,100,0,0.128004,0.040045,1,0,1
542703,1,192.168.100.149,41803,192.168.100.5,80,16921,0,100,0,3,0,100,0,0.033971,0,1,0,1
2148247,1,192.168.100.147,6615,192.168.100.3,80,234854,1.696166,100,0,1,2.39648,100,0,0.374779,3.68489,1,1,1
2835467,0,192.168.100.148,381,192.168.100.3,80,206850,2.120185,76,0,4,2.973153,100,0,0.684137,4.795959,1,1,0
2401351,1,192.168.100.147,35295,192.168.100.3,80,225811,1.439813,99,0,3,2.036203,100,0,0.331366,3.055291,1,1,1
3506520,0,192.168.100.150,7534,192.168.100.3,80,91439,1.917933,87,0,4,2.712366,100,0,0.4196,4.070362,1,1,0
830869,0,192.168.100.149,43351,192.168.100.5,80,213592,2.113598,100,0,4,2.112648,100,0,0.21737,4.314898,1,0,0
3380654,0,192.168.100.149,13194,192.168.100.3,80,227726,1.937143,88,0,4,2.739103,100,0,0.484689,4.15075,1,1,0
2653510,0,192.168.100.148,6118,192.168.100.3,80,24893,0.315914,92,3.480513,4,3.927096,100,0,0.598605,4.161589,1,1,0
1279321,0,192.168.100.147,51054,192.168.100.7,80,137732,1.823183,100,0,4,1.487931,100,0,0.201617,3.80769,1,0,0
694492,0,192.168.100.149,12370,192.168.100.5,80,77215,1.948807,66,0,4,2.756009,66,0,0.15843,4.143043,1,0,0
464332,1,192.168.100.147,44418,192.168.100.7,80,200703,0,100,0,3,0,100,0,0.153068,0,1,0,1
2552365,1,192.168.100.149,44223,192.168.100.3,80,114678,0,44,0,3,0,100,0,0.067688,0,1,1,1
1098071,0,192.168.100.147,19248,192.168.100.7,80,218637,0.531556,100,2.538646,4,2.846834,100,0,0.406361,3.90874,1,0,0
929939,0,192.168.100.147,42534,192.168.100.7,80,50505,0.442703,100,1.395638,4,2.385158,100,0,0.404341,2.60394,1,0,0
1878248,1,192.168.100.147,64363,192.168.100.3,80,227007,0,100,0.331388,1,0.331388,100,0,3.017611,0.331388,1,1,1
2167126,1,192.168.100.150,7100,192.168.100.3,80,253733,1.949617,100,0.174725,1,2.124342,100,0,0.210217,4.07396,1,1,1
3503224,0,192.168.100.148,50955,192.168.100.3,80,88143,0.707853,95,2.618465,4,3.619222,100,0,0.736775,4.140738,1,1,0
1722471,1,192.168.100.149,14690,192.168.100.3,80,71230,0,52,0,3,0,100,0,0.094655,0,1,1,1
2982546,0,192.168.100.150,34767,192.168.100.3,80,91768,0.94931,100,2.013048,4,3.355575,100,0,0.494794,4.028194,1,1,0
2089637,1,192.168.100.147,56750,192.168.100.3,80,176243,1.698777,60,0,3,2.402297,100,0,0.292072,3.62558,1,1,1
806804,0,192.168.100.147,61840,192.168.100.7,80,189527,1.047741,43,0,4,2.093765,43,0,0.322718,2.693459,1,0,0
991385,0,192.168.100.149,22701,192.168.100.5,80,111951,1.780667,86,0,4,3.083849,86,0,0.230705,4.146121,1,0,0
3132637,0,192.168.100.149,63592,192.168.100.3,80,241859,1.908777,100,0,4,2.699418,100,0,0.493135,4.049197,1,1,0
3348832,0,192.168.100.148,29537,192.168.100.3,80,195904,1.280256,88,1.41718,4,3.22737,100,0,0.724058,4.164007,1,1,0
1701837,1,192.168.100.149,9488,192.168.100.3,80,50596,0,38,0,3,0,100,0,0.094537,0,1,1,1
2930968,0,192.168.100.150,21458,192.168.100.3,80,40190,0.939292,61,2.045239,4,3.373593,100,0,0.494494,4.040399,1,1,0
400990,1,192.168.100.148,19739,192.168.100.6,80,137361,0,100,0,3,0,100,0,0.140014,0,1,0,1
1424102,0,192.168.100.150,34658,192.168.100.3,80,20359,1.224556,57,1.735167,4,4.184183,57,0,0.586766,4.812899,1,0,0
1107245,0,192.168.100.147,25734,192.168.100.7,80,227811,0.531403,100,2.539304,4,2.847032,100,0,0.406328,3.908828,1,0,0
3639818,2,192.168.100.5,0x0303,192.168.100.150,0x2600,16300,0,42,0,5,0,11,0,0.001123,0,1,2,2
3074391,0,192.168.100.147,39322,192.168.100.3,80,183613,1.373603,94,1.963387,4,3.905952,100,0,1.02507,4.879934,1,1,0
337328,1,192.168.100.149,17075,192.168.100.5,80,73698,0,74,0,3,0,74,0,0.09342,0,1,0,1
363851,1,192.168.100.147,15622,192.168.100.7,80,100221,1.773563,57,0,3,1.023967,57,0,0.179323,4.095868,1,0,1
2009590,1,192.168.100.149,49428,192.168.100.3,80,96196,1.898313,19,0,3,2.683062,100,0,0.252458,4.103797,1,1,1
1043992,0,192.168.100.150,7959,192.168.100.3,80,164558,1.790167,86,0,4,3.580148,86,0,0.44658,4.489752,1,0,0
3609309,1,192.168.100.150,62819,192.168.100.3,55600,14724,0,100,0.000116,1,0.000116,100,0,0,0.000116,1,2,2
2490943,1,192.168.100.148,58422,192.168.100.3,80,53255,1.26274,94,0,3,1.26274,100,0,0.050388,2.52548,1,1,1
3050660,0,192.168.100.148,20935,192.168.100.3,80,159882,0.638026,61,2.750583,4,3.652885,100,0,0.7297,4.106362,1,1,0
2213446,1,192.168.100.149,7906,192.168.100.3,80,37905,1.688899,43,0,3,2.388344,100,0,0.28212,3.603225,1,1,1
210340,1,192.168.100.150,38256,192.168.100.3,80,208863,0,62,0.096835,1,0.096835,62,0,10.326844,0.096835,1,0,1
2785239,0,192.168.100.148,49678,192.168.100.3,80,156622,2.041328,100,0,4,2.87933,100,0,0.547658,4.499611,1,1,0
939810,0,192.168.100.147,44149,192.168.100.7,80,60376,0.446468,100,1.390003,4,2.388159,100,0,0.404427,2.601914,1,0,0
2093372,1,192.168.100.147,57310,192.168.100.3,80,179978,0.251086,67,3.05226,1,3.406105,100,0,0.366282,3.608717,1,1,1
1669166,1,192.168.100.148,8094,192.168.100.3,80,17925,0.035793,96,0.019169,1,0.054962,100,0.101749,0.305248,0.090755,1,1,1
613596,1,192.168.100.149,64265,192.168.100.5,80,87815,0,44,0,3,0,44,0,0.054803,0,1,0,1
3569147,0,192.168.100.149,10619,192.168.100.3,80,154066,0.792762,100,2.41411,4,3.534578,100,0,0.475864,4.128277,1,1,0
2978368,0,192.168.100.148,63695,192.168.100.3,80,87590,0.633388,100,2.761572,4,3.657313,100,0,0.729081,4.107477,1,1,0
515024,1,192.168.100.150,19522,192.168.100.3,80,251397,0,100,0.230813,1,0.230813,100,0,4.332512,0.230813,1,0,1
3271134,0,192.168.100.149,51920,192.168.100.3,80,118206,1.953936,68,0,4,2.763176,100,0,0.484484,4.165806,1,1,0
50576,1,192.168.100.149,5347,192.168.100.5,80,49099,0,42,0,3,0,42,0,0.103979,0,1,0,1
2882928,0,192.168.100.149,64430,192.168.100.3,80,254311,0.07546,100,4.069894,4,4.145368,100,0,0.484545,4.220841,1,1,0
2529585,1,192.168.100.147,18870,192.168.100.3,80,91897,0.171307,46,0,1,0.170711,100,0.030719,0.127362,0.361609,1,1,1
1654179,1,192.168.100.147,4056,192.168.100.3,80,2938,0.001823,100,0,1,0.001823,100,0,0.227372,0.003646,1,1,1
400837,1,192.168.100.148,19562,192.168.100.6,80,137208,0.124852,100,0,1,0.113187,100,0.070687,0.140233,0.265666,1,0,1
513808,1,192.168.100.150,18264,192.168.100.3,80,250181,0,100,0.178549,1,0.178549,100,0,5.600703,0.178549,1,0,1
1421262,0,192.168.100.150,33162,192.168.100.3,80,17519,1.222916,100,1.740885,4,4.186588,100,0,0.586633,4.817836,1,0,0
1219553,0,192.168.100.147,24794,192.168.100.7,80,77964,0.532688,100,3.61593,4,3.99781,100,0,0.215926,4.912067,1,0,0
3375556,0,192.168.100.149,10399,192.168.100.3,80,222628,1.943128,75,0,4,2.747814,100,0,0.484657,4.149216,1,1,0
2477090,1,192.168.100.148,54700,192.168.100.3,80,39402,1.148569,90,0,7,0.907424,100,0,0.076671,2.527863,1,1,1
1365149,0,192.168.100.148,10571,192.168.100.6,80,223560,2.073462,78,0,4,2.072582,78,0,0.184929,4.23054,1,0,0
443810,1,192.168.100.147,36980,192.168.100.7,80,180181,0,100,0,3,0,100,0,0.162245,0,1,0,1
2879446,0,192.168.100.149,62735,192.168.100.3,80,250829,0.119852,93,4.070094,4,4.189955,100,0,0.480417,4.309815,1,1,0
1902063,1,192.168.100.149,135,192.168.100.3,80,250822,0,89,0,3,0,100,0,0,0,1,1,1
1955897,1,192.168.100.150,23885,192.168.100.3,80,42500,2.230098,68,0,3,2.230098,100,0,0.136149,4.460197,1,1,1
1984745,1,192.168.100.147,29434,192.168.100.3,80,71351,0.246499,100,3.032024,3,3.368013,100,0,0.294375,3.61647,1,1,1
775405,0,192.168.100.150,42685,192.168.100.3,80,158128,0.149324,100,4.321858,4,4.519515,100,0,0.399606,4.732396,1,0,0
947,1,192.168.100.150,51960,192.168.100.3,80,955,0.945521,100,0,1,0.668639,100,0.249323,0.356166,2.005808,1,0,HTTP
